"Time"	"RR_Fx"	"RR_Fy"	"RR_Fz"	"RR_Mx"	"RR_My"	"RR_Mz"	"RR_Wheel Speed"	"RR_Position"	"RR_Ax"	"RR_Ay"	"RR_Az"
0.266	-117.1875	234.375	660.4003906	-76.72119141	-39.36767578	9.338378906	2.807617188	156.5332031	0.6286621094	-0.06713867188	0.7781982422
0.268	-107.421875	236.2060547	653.0761719	-77.27050781	-37.90283203	8.972167969	2.807617188	156.5002441	0.6683349609	-0.1007080078	1.058959961
0.27	-92.7734375	230.7128906	646.9726563	-77.63671875	-36.62109375	8.422851563	2.777099609	156.4343262	0.634765625	-0.02746582031	1.223754883
0.272	-79.34570313	230.1025391	645.7519531	-78.00292969	-35.70556641	6.591796875	3.051757813	156.3684082	0.4364013672	-0.06408691406	1.177978516
0.274	-73.2421875	231.3232422	650.6347656	-78.55224609	-35.15625	4.211425781	1.922607422	156.3354492	0.2655029297	-0.1312255859	1.016235352
0.276	-63.4765625	231.3232422	656.7382813	-79.65087891	-35.15625	2.9296875	-2.410888672	156.2695313	0.1251220703	-0.2136230469	0.9216308594
0.278	-48.828125	223.9990234	655.5175781	-80.20019531	-35.70556641	2.380371094	-2.838134766	156.2695313	0.07019042969	-0.1434326172	0.9765625
0.28	-30.51757813	219.7265625	649.4140625	-80.01708984	-36.43798828	2.563476563	-2.655029297	156.2475586	-0.01831054688	-0.1129150391	1.071166992
0.282	-14.6484375	214.2333984	643.3105469	-79.46777344	-37.53662109	2.380371094	-2.716064453	156.1816406	-0.2624511719	0.01831054688	1.126098633
0.284	-3.662109375	213.0126953	640.8691406	-78.55224609	-38.63525391	2.197265625	-2.716064453	156.2475586	-0.48828125	0.1007080078	1.055908203
0.286	10.98632813	215.4541016	638.4277344	-78.18603516	-39.55078125	2.746582031	-2.716064453	156.2695313	-0.6011962891	0.1312255859	0.9979248047
0.288	20.75195313	212.4023438	633.5449219	-78.36914063	-40.46630859	3.295898438	-2.716064453	156.2695313	-0.5279541016	0.146484375	1.083374023
0.29	3.662109375	219.1162109	631.1035156	-80.01708984	-41.38183594	1.647949219	-2.685546875	156.3464355	-0.4150390625	0.06408691406	1.229858398
0.292	-32.95898438	217.2851563	640.8691406	-81.84814453	-41.93115234	-0.1831054688	-2.655029297	156.3574219	-0.2624511719	-0.02136230469	1.260375977
0.294	-67.13867188	209.9609375	654.296875	-81.84814453	-42.29736328	-1.098632813	-3.021240234	156.4233398	0.003051757813	0.03356933594	1.062011719
0.296	-87.890625	205.6884766	662.8417969	-81.29882813	-42.66357422	0	-0.7629394531	156.4782715	0.2532958984	0.05187988281	0.8178710938
0.298	-103.7597656	211.1816406	668.9453125	-80.38330078	-42.48046875	1.831054688	2.899169922	156.5222168	0.3356933594	-0.01831054688	0.6927490234
0.3	-123.2910156	214.2333984	672.6074219	-79.65087891	-42.29736328	3.845214844	2.685546875	156.5551758	0.2410888672	-0.01831054688	0.8178710938
0.302	-137.9394531	223.9990234	675.0488281	-79.1015625	-41.93115234	5.310058594	2.685546875	156.6101074	0.1281738281	-0.06713867188	0.9490966797
0.304	-141.6015625	233.1542969	670.1660156	-77.27050781	-41.74804688	6.958007813	2.685546875	156.6210938	0.2075195313	-0.07934570313	0.8880615234
0.306	-134.2773438	238.6474609	665.2832031	-75.80566406	-41.56494141	8.605957031	2.685546875	156.5661621	0.4730224609	-0.06408691406	0.7934570313
0.308	-126.953125	241.0888672	661.6210938	-75.07324219	-41.38183594	9.338378906	2.685546875	156.5222168	0.7232666016	-0.05493164063	0.7965087891
0.31	-114.7460938	242.3095703	657.9589844	-75.25634766	-41.56494141	10.07080078	2.624511719	156.4672852	0.7904052734	-0.09155273438	0.9399414063
0.312	-95.21484375	239.2578125	653.0761719	-75.80566406	-41.93115234	10.07080078	3.021240234	156.3903809	0.6317138672	-0.1068115234	1.083374023
0.314	-81.78710938	238.6474609	653.0761719	-76.72119141	-42.48046875	8.972167969	1.068115234	156.3244629	0.3845214844	-0.2105712891	1.135253906
0.316	-73.2421875	233.1542969	654.296875	-77.81982422	-43.39599609	7.507324219	-3.234863281	156.2695313	0.2502441406	-0.2410888672	1.068115234
0.318	-62.25585938	219.1162109	655.5175781	-79.1015625	-44.49462891	6.042480469	-3.234863281	156.2585449	0.2380371094	-0.1403808594	1.025390625
0.32	-48.828125	209.9609375	656.7382813	-80.74951172	-45.95947266	4.943847656	-3.173828125	156.2695313	0.1434326172	-0.03356933594	1.095581055
0.322	-40.28320313	210.5712891	659.1796875	-81.48193359	-47.24121094	3.112792969	-3.204345703	156.2036133	-0.146484375	-0.03967285156	1.193237305
0.324	-37.84179688	205.6884766	657.9589844	-80.74951172	-48.52294922	0.5493164063	-3.204345703	156.192627	-0.5706787109	0.02746582031	1.177978516
0.326	-39.0625	200.8056641	649.4140625	-79.1015625	-49.62158203	-1.831054688	-3.204345703	156.2585449	-0.8209228516	0.1525878906	1.068115234
0.328	-42.72460938	202.0263672	643.3105469	-78.55224609	-50.53710938	-3.295898438	-3.204345703	156.2915039	-0.7141113281	0.1983642578	1.098632813
0.33	-59.81445313	212.4023438	643.3105469	-79.83398438	-51.26953125	-4.39453125	-3.173828125	156.3464355	-0.4028320313	0.1037597656	1.26953125
0.332	-80.56640625	223.9990234	649.4140625	-81.11572266	-51.63574219	-4.760742188	-3.204345703	156.4013672	-0.1434326172	-0.05493164063	1.370239258
0.334	-96.43554688	228.8818359	656.7382813	-81.11572266	-51.63574219	-3.479003906	-3.326416016	156.4453125	-0.03967285156	-0.1525878906	1.19934082
0.336	-102.5390625	225.8300781	662.8417969	-79.65087891	-51.26953125	-0.5493164063	0.8544921875	156.4892578	-0.048828125	-0.1251220703	0.9094238281
0.338	-109.8632813	219.7265625	666.5039063	-78.55224609	-50.17089844	2.563476563	3.112792969	156.5551758	-0.02136230469	-0.03967285156	0.8117675781
0.34	-119.6289063	216.0644531	668.9453125	-78.36914063	-48.88916016	6.225585938	2.685546875	156.6101074	0.08850097656	0.02136230469	0.8819580078
0.342	-126.953125	221.5576172	675.0488281	-78.55224609	-47.24121094	8.7890625	2.746582031	156.6210938	0.2655029297	-0.0244140625	0.9399414063
0.344	-128.1738281	223.3886719	678.7109375	-78.00292969	-45.22705078	10.25390625	2.746582031	156.6101074	0.4547119141	-0.04577636719	0.8117675781
